,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
70,False,/7RE3dqDcafLRPj3W2q7EJ3ybIm7.jpg,[35],929170,en,Honor Society,"Honor is an ambitious high school senior whose sole focus is getting into Harvard, assuming she can first score the coveted recommendation from her guidance counselor, Mr. Calvin. Willing to do whatever it takes, Honor concocts a Machiavellian-like plan to take down her top three student competitors, until things take a turn when she unexpectedly falls for her biggest competition, Michael.",107.748,/61CZ4JxyaI462sFfLPhtyzRg4vv.jpg,2022-07-23,Honor Society,False,7.9,207
71,False,/x1VhwiNjr1dD0s5PT2iYvvOh2Op.jpg,"[27, 9648, 878, 53]",762504,en,Nope,"Residents in a lonely gulch of inland California bear witness to an uncanny, chilling discovery.",129.835,/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,2022-07-20,Nope,False,6.9,2190
72,False,/tHR34A5n0my4maACNdLpWGd6QYq.jpg,"[18, 53, 28, 12]",698948,en,Thirteen Lives,"Based on the true nail-biting mission that captivated the world. Twelve boys and the coach of a Thai soccer team explore the Tham Luang cave when an unexpected rainstorm traps them in a chamber inside the mountain. Entombed behind a maze of flooded cave tunnels, they face impossible odds. A team of world-class divers navigate through miles of dangerous cave networks to discover that finding the boys is only the beginning.",42.823,/yi5KcJqFxy0D6yP8nCfcF8gJGg5.jpg,2022-07-18,Thirteen Lives,False,8.0,822
73,False,/7Y3LdmsZukXhmwxtO0UF95BFBTt.jpg,"[18, 9648, 53]",682507,en,Where the Crawdads Sing,"Abandoned by her family, Kya raises herself all alone in the marshes outside of her small town. When her former boyfriend is found dead, Kya is instantly branded by the local townspeople and law enforcement as the prime suspect for his murder.",47.504,/n1el846gLDXfhOvrRCsyvaAOQWv.jpg,2022-07-15,Where the Crawdads Sing,False,7.6,723
74,False,/2u1YBNBlSwvBReyvI7i5z5ykQXP.jpg,"[28, 53]",725201,en,The Gray Man,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",115.7,/5Eom3JsXgQlCj6QIsGCwXkX7wyH.jpg,2022-07-13,The Gray Man,False,7.0,2462
75,False,/wNQpfAZkySbinb93qVwWIWaot1x.jpg,"[10402, 14, 35, 878, 10751, 10770]",809107,en,Z-O-M-B-I-E-S 3,"Zed and Addison are beginning their final year at Seabrook High in the town that’s become a safe haven for monsters and humans alike. Zed is anticipating an athletic scholarship that will make him the first Zombie to attend college, while Addison is gearing up for Seabrook’s first international cheer-off competition. Then suddenly, extraterrestrial beings appear around Seabrook, provoking something other than friendly competition.",36.638,/x5cfwMLKdUPbMJeiSoxe9kTXHAD.jpg,2022-07-09,Z-O-M-B-I-E-S 3,False,7.6,285
76,False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"[14, 28, 35]",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",380.425,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.7,4953
77,False,/y2Ca1neKke2mGPMaHzlCNDVZqsK.jpg,"[28, 35, 53]",718930,en,Bullet Train,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",360.841,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg,2022-07-03,Bullet Train,False,7.5,2730
78,False,/oE0J0zaLjJZkecx2seNH90YeSmk.jpg,"[10749, 18, 35]",820912,en,Persuasion,"Living with her snobby family on the brink of bankruptcy, Anne Elliot is an unconforming woman with modern sensibilities. When Frederick Wentworth - the dashing one she once sent away - crashes back into her life, Anne must choose between putting the past behind her or listening to her heart when it comes to second chances.",16.07,/s99WrKSEVR4RVvwm5Zn2cqrHTMM.jpg,2022-07-01,Persuasion,False,5.9,394
79,False,/bn3fAIckhOFEnrIZNCSbgHXRHLY.jpg,"[16, 35, 10751]",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",296.608,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.5,2404
80,False,/iOFBH9KtjKMntbP2kheeOpMQTcC.jpg,"[28, 35]",667739,en,The Man from Toronto,"In a case of mistaken identity, the world’s deadliest assassin, known as the Man from Toronto, and a New York City screw-up are forced to team up after being confused for each other at a rental cabin.",101.7,/uTCfTibqtk4f90cC59bLPMOmsfc.jpg,2022-06-24,The Man from Toronto,False,6.6,905
81,False,/wUwizGzbTk5CTiKBnE4Pq1MONwD.jpg,"[16, 12, 10751, 14]",560057,en,The Sea Beast,The life of a legendary sea monster hunter is turned upside down when a young girl stows away on his ship.,104.069,/9Zfv4Ap1e8eKOYnZPtYaWhLkk0d.jpg,2022-06-24,The Sea Beast,False,7.6,905
82,False,/AfvIjhDu9p64jKcmohS4hsPG95Q.jpg,"[27, 53]",756999,en,The Black Phone,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",167.63,/lr11mCT85T1JanlgjMuhs9nMht4.jpg,2022-06-22,The Black Phone,False,7.8,3232
83,False,/kaoTwHrJDmCPDLriN68pjlgx4R.jpg,"[10402, 18, 36]",614934,en,Elvis,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",77.664,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg,2022-06-22,Elvis,False,7.8,1900
84,False,/5PnypKiSj2efSPqThNjTXz8jwOg.jpg,"[14, 28]",759175,en,The Princess,"A beautiful, strong-willed young royal refuses to wed the cruel sociopath to whom she is betrothed and is kidnapped and locked in a remote tower of her father’s castle. With her scorned, vindictive suitor intent on taking her father’s throne, the princess must protect her family and save the kingdom.",111.149,/9pCoqX24a6rE981fY1O3PmhiwrB.jpg,2022-06-16,The Princess,False,6.9,601
85,False,/hwUxHPkuUleJeoick4uZsrKDXxF.jpg,"[16, 28, 12, 10751, 878]",718789,en,Lightyear,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,149.914,/ox4goZd956BxqJH6iLwhWPL9ct4.jpg,2022-06-15,Lightyear,False,7.2,2447
86,False,/ulkWS7Atv0vv33KVCSAmNizAmJd.jpg,"[878, 53]",615469,en,Spiderhead,A prisoner in a state-of-the-art penitentiary begins to question the purpose of the emotion-controlling drugs he's testing for a pharmaceutical genius.,76.108,/5hTK0J9SGPLSTFwcbU0ELlJsnAY.jpg,2022-06-15,Spiderhead,False,5.8,1097
87,False,/6oTOE1huLKZGuvOh2OM9bsU8eCE.jpg,[99],979163,en,Beyond Infinity: Buzz and the Journey to Lightyear,"Explore the evolution of Buzz Lightyear from toy to human in the making of Pixar’s Lightyear. Dive into the origin and cultural impact of everyone’s favorite Space Ranger, the art of designing a new “human Buzz,” and the challenges faced by the Lightyear crew along the way.",31.643,/mnp0INIjyWt4AziWmTHgPk9IFoE.jpg,2022-06-10,Beyond Infinity: Buzz and the Journey to Lightyear,False,7.0,208
88,False,/2cQMVHBaP1wK0UBX5SGDahB3lp3.jpg,"[9648, 53, 27]",807356,en,Watcher,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",221.867,/t6UCz7syPrlJ2LQQBFLWiF37f19.jpg,2022-06-03,Watcher,False,6.5,384
89,False,/hGr0FrLI74vqpBWTBOPloDBwOAK.jpg,"[18, 35]",705861,en,Hustle,"After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA.",65.405,/xWic7kPq13oRxYjbGLApXCnc7pz.jpg,2022-06-03,Hustle,False,7.9,1817
90,False,/3PieOs1t6dPHWlgvX3XoqTIQLqN.jpg,"[12, 28, 878]",507086,en,Jurassic World Dominion,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",410.249,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg,2022-06-01,Jurassic World Dominion,False,7.0,4011
91,False,/i2tcQ9nDJpdJELPA82eCd7Irasd.jpg,"[28, 53, 12]",831946,en,Interceptor,A U.S. Army Captain uses her years of tactical training to save humanity from sixteen nuclear missiles launched at the U.S. as a violent attack threatens her remote missile interceptor station.,48.583,/cpWUtkcgRKeauhTyVMjYHxAutp4.jpg,2022-05-26,Interceptor,False,6.2,559
92,False,/sqdsuvy8X6Maila4IAc7deMtPAA.jpg,"[18, 27, 878]",819876,en,Crimes of the Future,"Humans adapt to a synthetic environment, with new transformations and mutations. With his partner Caprice, Saul Tenser, celebrity performance artist, publicly showcases the metamorphosis of his organs in avant-garde performances.",32.476,/qZNBXKP7Zd2tvrgHLl0WQ7zXyrE.jpg,2022-05-25,Crimes of the Future,False,6.3,584
93,False,/AaV1YIdWKnjAIAOe8UUKBFm327v.jpg,"[28, 18]",361743,en,Top Gun: Maverick,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",426.884,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,2022-05-24,Top Gun: Maverick,False,8.3,5076
94,False,/42975nYxawMHta0yoAtwm6ZPy0L.jpg,"[35, 28, 99]",828853,en,Jackass 4.5,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.",21.942,/bl686OSeMQOvs90IQAgt8QipCsB.jpg,2022-05-20,Jackass 4.5,False,6.5,220
95,False,/utUVo1wt3i4OdrQQS3I9QeegYsM.jpg,"[27, 53, 14]",780609,en,Men,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",152.603,/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg,2022-05-20,Men,False,6.3,520
96,False,/qK7Ssnrfvrt65F66A1thvehfQg2.jpg,"[16, 10751, 35, 12, 9648]",420821,en,Chip 'n Dale: Rescue Rangers,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",66.879,/7UGmn8TyWPPzkjhLUW58cOUHjPS.jpg,2022-05-20,Chip 'n Dale: Rescue Rangers,False,7.0,880
97,False,/ftGzl2GCyko61Qp161bQElN2Uzd.jpg,"[28, 53]",961484,en,Last Seen Alive,"After Will Spann's wife suddenly vanishes at a gas station, his desperate search to find her leads him down a dark path that forces him to run from authorities and take the law into his own hands.",108.147,/qvqyDj34Uivokf4qIvK4bH0m0qF.jpg,2022-05-19,Last Seen Alive,False,6.6,533
98,False,/6fRVz7ZIZIGFEOq4THY2pdBBhfS.jpg,"[35, 10749]",934761,en,A Perfect Pairing,"To land a major client, an LA wine exec travels to an Australian sheep station, where she signs on as a ranch hand and hits it off with a rugged local.",20.604,/h65lLhYEfRGOWVZzwX9n7vYOixf.jpg,2022-05-19,A Perfect Pairing,False,6.9,381
99,False,/bIFrsAcqkLUUxaaiqqpFexYPeCh.jpg,"[878, 53, 27]",532710,en,Firestarter,"For more than a decade, parents Andy and Vicky have been on the run, desperate to hide their daughter Charlie from a shadowy federal agency that wants to harness her unprecedented gift for creating fire into a weapon of mass destruction. Andy has taught Charlie how to defuse her power, which is triggered by anger or pain. But as Charlie turns 11, the fire becomes harder and harder to control. After an incident reveals the family's location, a mysterious operative is deployed to hunt down the family and seize Charlie once and for all. Charlie has other plans.",19.844,/2MTGip0nfahQ1jPQCZSfCsPBZes.jpg,2022-05-12,Firestarter,False,5.8,435
100,False,/ba3oFhz6DkzSjVXsr50AGRMkfh8.jpg,"[35, 10749]",810171,en,The Valet,"World famous movie star Olivia faces a PR disaster when a paparazzi snaps a photo of her with her married lover, Vincent. The hard-working valet Antonio accidentally appears in the same photo and is enlisted to pose as Olivia’s new boyfriend as a cover-up. This ruse with Olivia thrusts Antonio into the spotlight and unexpected chaos.",37.97,/q7FmdJHKMLIC4XgWfcFRIu2iVdL.jpg,2022-05-11,The Valet,False,7.7,402
101,False,/3FJ53wbpjSAGY98KYiHJ4DQccDr.jpg,[35],800937,en,Senior Year,A thirty-seven-year-old woman wakes up from a twenty-year coma and returns to the high school where she was once a popular cheerleader to finish her senior year and become prom queen. The main plot is the empowerment of LGBTQ rights and progress through the years.,28.67,/6UqbcDQhCYpxboK58Z0eVfdeHcT.jpg,2022-05-11,Senior Year,False,5.9,546
102,False,/r8B1OWzvrXmi2n61eovLXqIlfV3.jpg,"[10749, 18]",778106,en,Along for the Ride,"The summer before college, Auden meets the mysterious Eli, a fellow insomniac. While the seaside town of Colby sleeps, the two embark on nightly quests to help Auden experience the fun, carefree teen life she never knew she wanted.",24.538,/d5spmLeGR9kxBRQ6qxCFad1ljvT.jpg,2022-05-04,Along for the Ride,False,6.8,249
103,False,/wcKFYIiVDvRURrzglV9kGu7fpfY.jpg,"[14, 28, 12]",453395,en,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",290.99,/9Gtg2DzBhmYamXBS1hKAhiwbBKS.jpg,2022-05-04,Doctor Strange in the Multiverse of Madness,False,7.4,6516
104,False,/vrNKZrPscucCO5SnHEpp5DZ7QWx.jpg,"[35, 10749]",860159,en,Crush,"When an aspiring young artist is forced to join her high school track team, she uses it as an opportunity to pursue the girl she's been harboring a long-time crush on. But she soon finds herself falling for an unexpected teammate and discovers what real love feels like.",34.05,/hayr56csDzCSADaejgrRMVPHyDy.jpg,2022-04-29,Crush,False,7.7,295
105,False,/9zXPnbVpaDfTniLBuc5vgXGfzAP.jpg,"[28, 53, 80]",818397,en,Memory,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",135.47,/4Q1n3TwieoULnuaztu9aFjqHDTI.jpg,2022-04-28,Memory,False,7.1,1003
106,False,/nBHKT3pm5DmidZd5VS4bD5Hc2S3.jpg,"[18, 10749]",820446,en,Downton Abbey: A New Era,The Crawley family goes on a grand journey to the south of France to uncover the mystery of the dowager countess's newly inherited villa.,23.198,/r5n4CLoIjUcnT3shWDi6MHdJ25a.jpg,2022-04-27,Downton Abbey: A New Era,False,7.2,268
107,False,/n0EVRsbMukklGUESyQRnLrzC3cv.jpg,"[28, 35, 80]",648579,en,The Unbearable Weight of Massive Talent,"Creatively unfulfilled and facing financial ruin, Nick Cage must accept a $1 million offer to attend the birthday of a dangerous superfan. Things take a wildly unexpected turn when Cage is recruited by a CIA operative and forced to live up to his own legend, channeling his most iconic and beloved on-screen characters in order to save himself and his loved ones.",64.295,/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,2022-04-20,The Unbearable Weight of Massive Talent,False,6.8,890
108,False,/iSsSvXsCTfDSOY8wvJWms616w3I.jpg,"[27, 53, 878]",838484,en,Choose or Die,"In pursuit of an unclaimed $125,000 prize, a broke college dropout decides to play an obscure, 1980s survival computer game. But the game curses her, and she’s faced with dangerous choices and reality-warping challenges. After a series of unexpectedly terrifying moments, she realizes she’s no longer playing for the money but for her life.",17.427,/jEYE5BPFd5FuPa1judcjpW6xqKp.jpg,2022-04-15,Choose or Die,False,5.3,544
109,False,/rmhMB6KBxdSYatfiFoas60uF6Fc.jpg,[18],809140,en,Father Stu,"The true-life story of boxer-turned-priest. When an injury ends his amateur boxing career, Stuart Long moves to Los Angeles to find money and fame. While scraping by as a supermarket clerk, he meets Carmen, a Sunday school teacher who seems immune to his bad-boy charm. Determined to win her over, the longtime agnostic starts going to church to impress her. However, a motorcycle accident leaves him wondering if he can use his second chance to help others, leading to the surprising realization that he's meant to be a Catholic priest.",39.939,/pLAeWgqXbTeJ2gQtNvRmdIncYsk.jpg,2022-04-13,Father Stu,False,7.4,350
110,False,/gc3QFVNWeTCk2J7XuDIPPoGUWNx.jpg,"[35, 18, 10402]",739993,en,Metal Lords,"For teenage misfits Hunter and Kevin, the path to glory is clear: Devote themselves to metal. Win Battle of the Bands. And be worshipped like gods.",19.398,/r97txZRmBb75SGsIAWqmplWJnO3.jpg,2022-04-08,Metal Lords,False,6.9,435
111,False,/viV5ehWP4h2sjnGsEeVh64mzAN3.jpg,"[53, 28]",294793,en,All the Old Knives,"When the CIA discovers one of its agents leaked information that cost more than 100 people their lives, veteran operative Henry Pelham is assigned to root out the mole with his former lover and colleague Celia Harrison.",37.913,/g4tMniKxol1TBJrHlAtiDjjlx4Q.jpg,2022-04-08,All the Old Knives,False,6.1,389
112,False,/5DJaUn1l9w1OaRYXzEkJBuFO5C2.jpg,[99],950445,en,Return to Space,The inspirational rise of SpaceX as well as Elon Musk's two-decade effort to resurrect America’s space travel ambitions.,10.331,/uyatxKGACzSNqDzTe5sv5YHAY30.jpg,2022-04-07,Return to Space,False,6.3,540
113,False,/fqw8nJLPRgKRyFSDC0xBsC06NGC.jpg,"[28, 12, 14]",639933,en,The Northman,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",201.861,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg,2022-04-07,The Northman,False,7.1,2814
114,False,/zGLHX92Gk96O1DJvLil7ObJTbaL.jpg,"[14, 12, 28]",338953,en,Fantastic Beasts: The Secrets of Dumbledore,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",175.903,/3c5GNLB4yRSLBby0trHoA1DSQxQ.jpg,2022-04-06,Fantastic Beasts: The Secrets of Dumbledore,False,6.8,3055
115,False,/oZtoyj3rhOST8FUtIXUqblIYmCv.jpg,"[10752, 36, 18]",661231,en,Operation Mincemeat,"In 1943, two British intelligence officers concoct Operation Mincemeat, wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.",20.818,/tfdfh1mK24VujxT5z11732asxdR.jpg,2022-04-01,Operation Mincemeat,False,6.5,398
116,False,/yEQqrW61rwNuVRHTjgHOAU4dXNE.jpg,"[28, 12, 10751, 35]",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",348.36,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.6,3485
117,False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,"[28, 878, 14]",526896,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",168.278,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,Morbius,False,6.3,3022
118,False,/oojlC3gH0bxD7hsnQa3kE9WbEBy.jpg,[35],765119,en,The Bubble,Sneaking out. Hooking up. Melting down. The cast and crew of a blockbuster action franchise attempt to shoot a sequel while quarantining at a posh hotel.,17.248,/edYk5TSowZIDv138bCpF5ls3XI5.jpg,2022-03-25,The Bubble,False,4.7,310
119,False,/qViFGWCHaSmW4gP00RGh3xjMjsP.jpg,"[27, 9648]",758724,en,The Cellar,"When Keira Woods' daughter mysteriously vanishes in the cellar of their new house in the country, she soon discovers there is an ancient and powerful entity controlling their home that she will have to face or risk losing her family's souls forever.",60.045,/rtfGeS5WMXA6PtikIYUmYTSbVdg.jpg,2022-03-25,The Cellar,False,6.7,327
120,False,/hw7foD5in5YCs7qY3Pap9pdc1Vc.jpg,"[28, 12, 35]",752623,en,The Lost City,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",174.992,/neMZH82Stu91d3iqvLdNQfqPPyl.jpg,2022-03-24,The Lost City,False,6.7,2352
121,False,/ufagam4FwlIcgPqJlr21EshNkNd.jpg,"[53, 27, 18]",629015,en,Shut In,A young single mother is held captive along with her two children by a violent ex and must plot their escape before it’s too late.,44.873,/b5ug4LyLQFeR6azAJyIPBQz5ur9.jpg,2022-03-24,Shut In,False,7.1,258
122,False,/wIR3QRwBhSuss0Nps03XKIHN5dD.jpg,"[28, 12, 878]",545611,en,Everything Everywhere All at Once,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",85.323,/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg,2022-03-24,Everything Everywhere All at Once,False,8.1,2393
123,False,/2pmQSmZAci3v37cVv3nOs48ZPEq.jpg,"[18, 9648, 53]",619979,en,Deep Water,"Vic and Melinda Van Allen are a couple in the small town of Little Wesley. Their loveless marriage is held together only by a precarious arrangement whereby, in order to avoid the messiness of divorce, Melinda is allowed to take any number of lovers as long as she does not desert her family.",40.903,/6yRMyWwjuhKg6IU66uiZIGhaSc8.jpg,2022-03-18,Deep Water,False,5.7,891
124,False,/zQG1FYDqoWo2hYhE5GVZ1yrWSfh.jpg,"[10751, 18]",921655,en,Rescued by Ruby,"Chasing his dream to join an elite K-9 unit, a state trooper partners with a fellow underdog: clever but naughty shelter pup Ruby. Based on a true story.",16.018,/vK1HTTfQVw5h5c7yzh3mqOH6z7.jpg,2022-03-17,Rescued by Ruby,False,7.5,220
125,False,/o375tDNib7tihlkWdtLW1fQhNL1.jpg,"[27, 9648, 53]",760104,en,X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives. Hilarity ensues.",169.021,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg,2022-03-17,X,False,6.8,1390
126,False,/9IDJpHROaC0S1ZlIxrvzOcOX5yC.jpg,"[16, 28, 12, 80, 35]",629542,en,The Bad Guys,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",124.041,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg,2022-03-17,The Bad Guys,False,7.7,1212
127,False,/rdOIqwR7P7fvTpC6LILSmQxEg6O.jpg,"[28, 53, 80]",763285,en,Ambulance,"Decorated veteran Will Sharp, desperate for money to cover his wife's medical bills, asks for help from his adoptive brother Danny. A charismatic career criminal, Danny instead offers him a score: the biggest bank heist in Los Angeles history: $32 million.",86.952,/kuxjMVuc3VTD7p42TZpJNsSrM1V.jpg,2022-03-16,Ambulance,False,6.8,1301
128,False,/cc7Nmid20lcfNh1eucWdLKidi7s.jpg,"[53, 80, 18]",850018,en,Windfall,"A man breaks into a tech billionaire's empty vacation home, but things go sideways when the arrogant mogul and his wife arrive for a last-minute getaway.",13.521,/njBc0nNdl9QbsfMwyRqJkmW4NQO.jpg,2022-03-11,Windfall,False,5.4,315
129,False,/b1L7qevxiVpkVFq4dmdQPGFPWH0.jpg,[27],836225,en,The Exorcism of God,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",118.248,/9X9wKbF0ED1AQpgIkvq0MG4Y4wi.jpg,2022-03-11,The Exorcism of God,False,7.2,713
130,False,/ewUqXnwiRLhgmGhuksOdLgh49Ch.jpg,"[12, 878]",696806,en,The Adam Project,"After accidentally crash-landing in 2022, time-traveling fighter pilot Adam Reed teams up with his 12-year-old self on a mission to save the future.",87.945,/wFjboE0aFZNbVOF05fzrka9Fqyx.jpg,2022-03-11,The Adam Project,False,7.1,3206
131,False,/figlwUsXXFehX3IebdjqNLV6vWk.jpg,"[28, 53]",628900,en,The Contractor,"After being involuntarily discharged from the U.S. Special Forces, James Harper decides to support his family by joining a private contracting organization alongside his best friend and under the command of a fellow veteran. Overseas on a covert mission, Harper must evade those trying to kill him while making his way back home.",88.696,/rJPGPZ5soaG27MK90oKpioSiJE2.jpg,2022-03-10,The Contractor,False,6.5,597
132,False,/fOy2Jurz9k6RnJnMUMRDAgBwru2.jpg,"[16, 10751, 35, 14]",508947,en,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",251.76,/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,2022-03-10,Turning Red,False,7.5,3640
133,False,/isBUqT3hGKvzIoiGcVzURh1EdvQ.jpg,"[53, 9648]",840882,en,The Weekend Away,"When her best friend vanishes during a girls' trip to Croatia, Beth races to figure out what happened. But each clue yields another unsettling deception.",27.387,/6MS0QEl7UK2gdFFbHfNwuYlsq4H.jpg,2022-03-03,The Weekend Away,False,6.0,520
134,False,/AcGvSRSwQcThKysnD4ohR18NoAt.jpg,"[80, 18, 53]",799876,en,The Outfit,"Leonard is an English tailor who used to craft suits on London’s world-famous Savile Row. After a personal tragedy, he’s ended up in Chicago, operating a small tailor shop in a rough part of town where he makes beautiful clothes for the only people around who can afford them: a family of vicious gangsters.",58.189,/lZa5EB6PVJBT5mxhgZS5ftqdAm6.jpg,2022-03-03,The Outfit,False,7.2,530
135,False,/oVv5l6L5Wi5j3gd4P2vt0YvVMOg.jpg,"[27, 53, 35]",787752,en,Fresh,"Frustrated by scrolling dating apps only to end up on lame, tedious dates, Noa takes a chance by giving her number to the awkwardly charming Steve after a produce-section meet-cute at the grocery store.",23.94,/tlu71AgaL3EQBBCNGsAwZLPbV5D.jpg,2022-03-03,Fresh,False,7.0,946
136,False,/b0PlSFdDwbyK0cf5RxwDpaOJQvQ.jpg,"[80, 9648, 53]",414906,en,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",258.242,/74xTEgt7R36Fpooo50r9T25onhq.jpg,2022-03-01,The Batman,False,7.7,6978
137,False,/epE4VnwJkqWEQIYLvWYxBj277W3.jpg,"[27, 53, 9648]",833425,en,No Exit,"Stranded at a rest stop in the mountains during a blizzard, a recovering addict discovers a kidnapped child hidden in a car belonging to one of the people inside the building which sets her on a terrifying struggle to identify who among them is the kidnapper.",75.016,/5cnLoWq9o5tuLe1Zq4BTX4LwZ2B.jpg,2022-02-25,No Exit,False,7.0,833
